Artiste,Annee,Album,Url,Style
Slipknot,2008,All Hope Is Gone,https://www.azlyrics.com/lyrics/slipknot/childofburningtime.html,rock
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/whoknew.html,rap
Eminem,2009,Relapse: Refill,https://www.azlyrics.com/lyrics/eminem/dropthebombonem.html,rap
Slipknot,2008,All Hope Is Gone,https://www.azlyrics.com/lyrics/slipknot/whereinliescontinue.html,rock
Billie Eilish,2019,"When We All Fall Asleep, Where Do We Go?",https://www.azlyrics.com/lyrics/billieeilish/iloveyou.html,pop
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/shakethat.html,rap
Bring Me The Horizon,2019,amo,https://www.azlyrics.com/lyrics/bringmethehorizon/nihilistblues.html,rock
DREAMERS,2014,Dreamers,https://www.azlyrics.com/lyrics/dreamers/wastemynight.html,rock
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/mydarling.html,rap
Bring Me The Horizon,2010,"There Is A Hell, Believe Me I've Seen It. There Is A Heaven, Let's Keep It A Secret",https://www.azlyrics.com/lyrics/bringmethehorizon/homesweethole.html,rock
Eminem,2018,Kamikaze,https://www.azlyrics.com/lyrics/eminem/goodguy.html,rap
Justin Bieber,2013,Journals,https://www.azlyrics.com/lyrics/justinbieber/allbad.html,pop
Mac Miller,2014,Faces,https://www.azlyrics.com/lyrics/macmiller/newfaces.html,rap
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/mymom.html,rap
Slipknot,2008,All Hope Is Gone,https://www.azlyrics.com/lyrics/slipknot/snuff.html,rock
Bring Me The Horizon,2013,Sempiternal,https://www.azlyrics.com/lyrics/bringmethehorizon/jointheclub.html,rock
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/stan.html,rap
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/christmaslove.html,pop
Motionless in White,2017,Graveyard Shift,https://www.azlyrics.com/lyrics/motionlessinwhite/necessaryevil.html,rock
Bring Me The Horizon,2006,Count Your Blessings,https://www.azlyrics.com/lyrics/bringmethehorizon/iusedtomakeoutwithmedusa.html,rock
Slipknot,2001,Iowa,https://www.azlyrics.com/lyrics/slipknot/gently-2001.html,rock
Bring Me The Horizon,2004,This Is What The Edge Of Your Seat Was Made For,https://www.azlyrics.com/lyrics/bringmethehorizon/retheyhavenoreflections.html,rock
Post Malone,2016,August 26,https://www.azlyrics.com/lyrics/postmalone/lonely.html,rap
Billie Eilish,2019,"When We All Fall Asleep, Where Do We Go?",https://www.azlyrics.com/lyrics/billieeilish/listenbeforeigo.html,pop
Falling In Reverse,2017,Coming Home,https://www.azlyrics.com/lyrics/fallinginreverse/broken.html,rock
Justin Bieber,2013,Journals,https://www.azlyrics.com/lyrics/justinbieber/heartbreaker.html,pop
